sample,class,ks1_cycles,ks2_cycles,modelled_cycles,ks1_calls,ks2_calls,host_ns
21248,1,687,9595,10282,256,1024,50791.7
21249,0,738,9569,10307,256,1024,50791.7
21250,0,738,9569,10307,256,1024,50833.3
21251,0,738,9569,10307,256,1024,50791.7
21252,0,738,9569,10307,256,1024,69666.7
21253,1,682,9602,10284,256,1024,50708.3
21254,1,674,9487,10161,256,1024,50833.3
21255,0,738,9569,10307,256,1024,50750.0
21256,0,738,9569,10307,256,1024,50791.7
21257,1,677,9636,10313,256,1024,50833.3
21258,1,667,9576,10243,256,1024,50750.0
21259,0,738,9569,10307,256,1024,51041.7
21260,1,685,9589,10274,256,1024,50833.3
21261,0,738,9569,10307,256,1024,50791.7
21262,1,679,9506,10185,256,1024,51541.7
21263,0,738,9569,10307,256,1024,53208.3
21264,0,738,9569,10307,256,1024,55083.3
21265,0,738,9569,10307,256,1024,52791.7
21266,0,738,9569,10307,256,1024,50791.7
21267,0,738,9569,10307,256,1024,50791.7
21268,0,738,9569,10307,256,1024,50833.3
21269,1,655,9518,10173,256,1024,50791.7
21270,0,738,9569,10307,256,1024,50791.7
21271,1,689,9545,10234,256,1024,50833.3
21272,1,674,9475,10149,256,1024,50875.0
21273,1,679,9578,10257,256,1024,50833.3
21274,0,738,9569,10307,256,1024,50833.3
21275,0,738,9569,10307,256,1024,50833.3
21276,0,738,9569,10307,256,1024,50791.7
21277,1,685,9555,10240,256,1024,50916.7
21278,0,738,9569,10307,256,1024,50833.3
21279,1,676,9505,10181,256,1024,50750.0
21280,1,686,9548,10234,256,1024,50833.3
21281,0,738,9569,10307,256,1024,50916.7
21282,1,676,9619,10295,256,1024,50791.7
21283,1,688,9507,10195,256,1024,50875.0
21284,1,686,9610,10296,256,1024,50833.3
21285,1,681,9566,10247,256,1024,55375.0
21286,1,676,9590,10266,256,1024,60416.7
21287,1,685,9615,10300,256,1024,50875.0
21288,1,678,9529,10207,256,1024,50875.0
21289,1,677,9594,10271,256,1024,50916.7
21290,1,668,9527,10195,256,1024,50750.0
21291,1,693,9538,10231,256,1024,50750.0
21292,0,738,9569,10307,256,1024,56041.7
21293,1,682,9566,10248,256,1024,50875.0
21294,0,738,9569,10307,256,1024,50833.3
21295,0,738,9569,10307,256,1024,50875.0
21296,1,675,9620,10295,256,1024,50791.7
21297,1,684,9549,10233,256,1024,50875.0
21298,1,682,9502,10184,256,1024,50833.3
21299,1,676,9553,10229,256,1024,50916.7
21300,1,680,9528,10208,256,1024,50833.3
21301,0,738,9569,10307,256,1024,50916.7
21302,0,738,9569,10307,256,1024,50791.7
21303,1,671,9577,10248,256,1024,50875.0
21304,1,682,9421,10103,256,1024,50833.3
21305,1,673,9594,10267,256,1024,50791.7
21306,0,738,9569,10307,256,1024,50875.0
21307,1,677,9520,10197,256,1024,50666.7
21308,0,738,9569,10307,256,1024,50875.0
21309,0,738,9569,10307,256,1024,50958.3
21310,1,691,9502,10193,256,1024,50750.0
21311,1,673,9603,10276,256,1024,50875.0
21312,1,688,9518,10206,256,1024,50875.0
21313,1,672,9474,10146,256,1024,50833.3
21314,1,685,9501,10186,256,1024,50875.0
21315,0,738,9569,10307,256,1024,67208.3
21316,1,666,9518,10184,256,1024,50875.0
21317,1,677,9599,10276,256,1024,50916.7
21318,1,669,9558,10227,256,1024,50875.0
21319,0,738,9569,10307,256,1024,50791.7
21320,0,738,9569,10307,256,1024,50875.0
21321,0,738,9569,10307,256,1024,50833.3
21322,1,675,9552,10227,256,1024,50791.7
21323,1,676,9605,10281,256,1024,64041.7
21324,0,738,9569,10307,256,1024,50833.3
21325,1,665,9578,10243,256,1024,50791.7
21326,0,738,9569,10307,256,1024,50875.0
21327,0,738,9569,10307,256,1024,50875.0
21328,0,738,9569,10307,256,1024,50916.7
21329,0,738,9569,10307,256,1024,50750.0
21330,1,682,9583,10265,256,1024,50791.7
21331,1,678,9569,10247,256,1024,50875.0
21332,1,693,9587,10280,256,1024,50833.3
21333,1,677,9592,10269,256,1024,50875.0
21334,1,666,9467,10133,256,1024,53625.0
21335,0,738,9569,10307,256,1024,63833.3
21336,1,686,9535,10221,256,1024,52791.7
21337,0,738,9569,10307,256,1024,50833.3
21338,1,687,9475,10162,256,1024,50875.0
21339,1,687,9489,10176,256,1024,50791.7
21340,1,683,9558,10241,256,1024,50750.0
21341,0,738,9569,10307,256,1024,50791.7
21342,1,677,9601,10278,256,1024,50833.3
21343,0,738,9569,10307,256,1024,50791.7
21344,1,671,9552,10223,256,1024,50708.3
21345,1,669,9489,10158,256,1024,50750.0
21346,0,738,9569,10307,256,1024,50916.7
21347,0,738,9569,10307,256,1024,50791.7
21348,1,683,9504,10187,256,1024,50875.0
21349,0,738,9569,10307,256,1024,50958.3
21350,0,738,9569,10307,256,1024,50875.0
21351,1,676,9488,10164,256,1024,50875.0
21352,1,681,9601,10282,256,1024,50750.0
21353,0,738,9569,10307,256,1024,50875.0
21354,1,675,9526,10201,256,1024,50791.7
21355,1,687,9507,10194,256,1024,50833.3
21356,0,738,9569,10307,256,1024,50833.3
21357,1,676,9635,10311,256,1024,50833.3
21358,1,678,9549,10227,256,1024,50833.3
21359,0,738,9569,10307,256,1024,50875.0
21360,0,738,9569,10307,256,1024,50791.7
21361,1,681,9557,10238,256,1024,50833.3
21362,1,670,9597,10267,256,1024,50833.3
21363,1,678,9584,10262,256,1024,50750.0
21364,1,675,9486,10161,256,1024,50833.3
21365,1,660,9464,10124,256,1024,50875.0
21366,0,738,9569,10307,256,1024,50833.3
21367,0,738,9569,10307,256,1024,50875.0
21368,0,738,9569,10307,256,1024,50916.7
21369,1,663,9593,10256,256,1024,50875.0
21370,0,738,9569,10307,256,1024,50875.0
21371,1,680,9526,10206,256,1024,51041.7
21372,0,738,9569,10307,256,1024,50833.3
21373,1,675,9505,10180,256,1024,50916.7
21374,0,738,9569,10307,256,1024,50791.7
21375,1,675,9528,10203,256,1024,50750.0
21376,0,738,9569,10307,256,1024,50916.7
21377,0,738,9569,10307,256,1024,50875.0
21378,0,738,9569,10307,256,1024,50791.7
21379,0,738,9569,10307,256,1024,55458.3
21380,1,683,9499,10182,256,1024,50875.0
21381,1,686,9583,10269,256,1024,50750.0
21382,0,738,9569,10307,256,1024,50875.0
21383,1,679,9534,10213,256,1024,50875.0
21384,1,678,9568,10246,256,1024,50833.3
21385,0,738,9569,10307,256,1024,50791.7
21386,1,692,9480,10172,256,1024,50833.3
21387,0,738,9569,10307,256,1024,50750.0
21388,0,738,9569,10307,256,1024,50833.3
21389,0,738,9569,10307,256,1024,50750.0
21390,0,738,9569,10307,256,1024,50750.0
21391,1,697,9558,10255,256,1024,50833.3
21392,1,680,9577,10257,256,1024,50750.0
21393,1,667,9549,10216,256,1024,50833.3
21394,1,682,9586,10268,256,1024,50791.7
21395,1,687,9567,10254,256,1024,50791.7
21396,1,685,9491,10176,256,1024,50791.7
21397,1,678,9504,10182,256,1024,50750.0
21398,1,679,9542,10221,256,1024,50875.0
21399,0,738,9569,10307,256,1024,50791.7
21400,1,684,9555,10239,256,1024,50833.3
21401,1,668,9505,10173,256,1024,50833.3
21402,0,738,9569,10307,256,1024,50750.0
21403,0,738,9569,10307,256,1024,50750.0
21404,0,738,9569,10307,256,1024,50791.7
21405,0,738,9569,10307,256,1024,50833.3
21406,1,690,9554,10244,256,1024,50666.7
21407,0,738,9569,10307,256,1024,50666.7
21408,0,738,9569,10307,256,1024,50958.3
21409,0,738,9569,10307,256,1024,50958.3
21410,0,738,9569,10307,256,1024,50791.7
21411,0,738,9569,10307,256,1024,50791.7
21412,0,738,9569,10307,256,1024,50791.7
21413,0,738,9569,10307,256,1024,50875.0
21414,0,738,9569,10307,256,1024,50791.7
21415,0,738,9569,10307,256,1024,50833.3
21416,0,738,9569,10307,256,1024,50833.3
21417,0,738,9569,10307,256,1024,50791.7
21418,1,665,9546,10211,256,1024,50791.7
21419,0,738,9569,10307,256,1024,50916.7
21420,0,738,9569,10307,256,1024,50750.0
21421,1,681,9494,10175,256,1024,50791.7
21422,0,738,9569,10307,256,1024,50875.0
21423,0,738,9569,10307,256,1024,50791.7
21424,1,675,9506,10181,256,1024,50833.3
21425,0,738,9569,10307,256,1024,50875.0
21426,1,692,9540,10232,256,1024,50833.3
21427,0,738,9569,10307,256,1024,50833.3
21428,1,676,9535,10211,256,1024,50791.7
21429,0,738,9569,10307,256,1024,50875.0
21430,0,738,9569,10307,256,1024,50791.7
21431,0,738,9569,10307,256,1024,50875.0
21432,0,738,9569,10307,256,1024,50833.3
21433,0,738,9569,10307,256,1024,50875.0
21434,1,675,9507,10182,256,1024,50750.0
21435,1,658,9579,10237,256,1024,50875.0
21436,1,678,9461,10139,256,1024,50833.3
21437,1,669,9534,10203,256,1024,50833.3
21438,1,691,9543,10234,256,1024,50833.3
21439,1,669,9610,10279,256,1024,50791.7
21440,0,738,9569,10307,256,1024,50791.7
21441,1,675,9624,10299,256,1024,50833.3
21442,1,675,9543,10218,256,1024,50833.3
21443,0,738,9569,10307,256,1024,55916.7
21444,1,679,9535,10214,256,1024,50875.0
21445,0,738,9569,10307,256,1024,50791.7
21446,1,670,9569,10239,256,1024,50958.3
21447,0,738,9569,10307,256,1024,50875.0
21448,0,738,9569,10307,256,1024,50833.3
21449,1,686,9560,10246,256,1024,50875.0
21450,1,682,9609,10291,256,1024,50750.0
21451,0,738,9569,10307,256,1024,50833.3
21452,1,680,9478,10158,256,1024,50791.7
21453,1,674,9520,10194,256,1024,50833.3
21454,1,663,9530,10193,256,1024,50875.0
21455,0,738,9569,10307,256,1024,50833.3
21456,1,673,9578,10251,256,1024,50833.3
21457,0,738,9569,10307,256,1024,50750.0
21458,1,679,9493,10172,256,1024,50833.3
21459,1,685,9630,10315,256,1024,51666.7
21460,1,681,9524,10205,256,1024,64750.0
21461,0,738,9569,10307,256,1024,53458.3
21462,1,687,9490,10177,256,1024,53833.3
21463,1,671,9505,10176,256,1024,54750.0
21464,1,677,9511,10188,256,1024,53791.7
21465,1,680,9484,10164,256,1024,52541.7
21466,0,738,9569,10307,256,1024,50708.3
21467,0,738,9569,10307,256,1024,53625.0
21468,1,686,9538,10224,256,1024,50541.7
21469,0,738,9569,10307,256,1024,50625.0
21470,1,691,9583,10274,256,1024,50625.0
21471,0,738,9569,10307,256,1024,50666.7
21472,0,738,9569,10307,256,1024,50666.7
21473,0,738,9569,10307,256,1024,50541.7
21474,1,683,9582,10265,256,1024,50625.0
21475,1,691,9599,10290,256,1024,50583.3
21476,1,680,9591,10271,256,1024,50625.0
21477,0,738,9569,10307,256,1024,50500.0
21478,1,688,9552,10240,256,1024,50500.0
21479,0,738,9569,10307,256,1024,50500.0
21480,0,738,9569,10307,256,1024,50625.0
21481,1,691,9522,10213,256,1024,50666.7
21482,0,738,9569,10307,256,1024,50541.7
21483,1,672,9331,10003,256,1024,50708.3
21484,0,738,9569,10307,256,1024,50791.7
21485,1,697,9563,10260,256,1024,50583.3
21486,0,738,9569,10307,256,1024,50583.3
21487,1,679,9541,10220,256,1024,50708.3
21488,1,689,9505,10194,256,1024,50625.0
21489,0,738,9569,10307,256,1024,50708.3
21490,0,738,9569,10307,256,1024,50666.7
21491,0,738,9569,10307,256,1024,50708.3
21492,1,659,9504,10163,256,1024,50625.0
21493,1,682,9587,10269,256,1024,50583.3
21494,0,738,9569,10307,256,1024,50625.0
21495,0,738,9569,10307,256,1024,50541.7
21496,1,678,9545,10223,256,1024,50625.0
21497,0,738,9569,10307,256,1024,50708.3
21498,0,738,9569,10307,256,1024,50541.7
21499,0,738,9569,10307,256,1024,50625.0
21500,1,670,9496,10166,256,1024,50625.0
21501,0,738,9569,10307,256,1024,50458.3
21502,1,660,9546,10206,256,1024,50625.0
21503,0,738,9569,10307,256,1024,50583.3
21504,0,738,9569,10307,256,1024,50625.0
21505,1,676,9410,10086,256,1024,50666.7
21506,0,738,9569,10307,256,1024,50708.3
21507,1,676,9515,10191,256,1024,50708.3
21508,1,669,9538,10207,256,1024,50583.3
21509,0,738,9569,10307,256,1024,50583.3
21510,0,738,9569,10307,256,1024,50791.7
21511,0,738,9569,10307,256,1024,50666.7
21512,0,738,9569,10307,256,1024,50625.0
21513,1,679,9552,10231,256,1024,50625.0
21514,1,672,9601,10273,256,1024,50708.3
21515,1,679,9507,10186,256,1024,50708.3
21516,1,683,9641,10324,256,1024,50625.0
21517,1,686,9566,10252,256,1024,50666.7
21518,1,671,9499,10170,256,1024,50625.0
21519,1,688,9523,10211,256,1024,50625.0
21520,1,685,9565,10250,256,1024,50666.7
21521,1,687,9540,10227,256,1024,51291.7
21522,0,738,9569,10307,256,1024,52583.3
21523,1,688,9562,10250,256,1024,52875.0
21524,1,685,9581,10266,256,1024,51625.0
21525,1,689,9563,10252,256,1024,50708.3
21526,1,677,9583,10260,256,1024,52583.3
21527,0,738,9569,10307,256,1024,54250.0
21528,1,682,9567,10249,256,1024,50708.3
21529,0,738,9569,10307,256,1024,50583.3
21530,0,738,9569,10307,256,1024,50625.0
21531,0,738,9569,10307,256,1024,50708.3
21532,1,682,9405,10087,256,1024,50666.7
21533,1,670,9489,10159,256,1024,50666.7
21534,1,696,9441,10137,256,1024,50583.3
21535,1,673,9619,10292,256,1024,50583.3
21536,0,738,9569,10307,256,1024,50666.7
21537,1,688,9534,10222,256,1024,50541.7
21538,0,738,9569,10307,256,1024,50458.3
21539,1,671,9502,10173,256,1024,50583.3
21540,0,738,9569,10307,256,1024,50625.0
21541,1,681,9596,10277,256,1024,50583.3
21542,0,738,9569,10307,256,1024,50750.0
21543,1,691,9609,10300,256,1024,50666.7
21544,1,686,9520,10206,256,1024,50666.7
21545,1,685,9575,10260,256,1024,50666.7
21546,0,738,9569,10307,256,1024,50625.0
21547,0,738,9569,10307,256,1024,50625.0
21548,0,738,9569,10307,256,1024,50583.3
21549,1,667,9610,10277,256,1024,50625.0
21550,1,672,9540,10212,256,1024,50666.7
21551,0,738,9569,10307,256,1024,50666.7
21552,0,738,9569,10307,256,1024,50708.3
21553,0,738,9569,10307,256,1024,50666.7
21554,0,738,9569,10307,256,1024,50666.7
21555,0,738,9569,10307,256,1024,50666.7
21556,0,738,9569,10307,256,1024,50666.7
21557,0,738,9569,10307,256,1024,50666.7
21558,1,681,9473,10154,256,1024,50625.0
21559,1,684,9607,10291,256,1024,50708.3
21560,0,738,9569,10307,256,1024,53375.0
21561,1,682,9549,10231,256,1024,50666.7
21562,1,682,9474,10156,256,1024,50666.7
21563,1,677,9604,10281,256,1024,50708.3
21564,1,686,9561,10247,256,1024,50541.7
21565,0,738,9569,10307,256,1024,50666.7
21566,1,687,9540,10227,256,1024,50708.3
21567,0,738,9569,10307,256,1024,50625.0
21568,1,674,9477,10151,256,1024,50583.3
21569,0,738,9569,10307,256,1024,50625.0
21570,0,738,9569,10307,256,1024,50666.7
21571,0,738,9569,10307,256,1024,50500.0
21572,1,684,9571,10255,256,1024,50625.0
21573,1,668,9597,10265,256,1024,50583.3
21574,0,738,9569,10307,256,1024,50583.3
21575,1,684,9558,10242,256,1024,50666.7
21576,1,674,9495,10169,256,1024,50708.3
21577,0,738,9569,10307,256,1024,50666.7
21578,1,684,9622,10306,256,1024,50583.3
21579,1,675,9414,10089,256,1024,50625.0
21580,0,738,9569,10307,256,1024,50666.7
21581,1,672,9457,10129,256,1024,50708.3
21582,0,738,9569,10307,256,1024,50583.3
21583,0,738,9569,10307,256,1024,50666.7
21584,0,738,9569,10307,256,1024,50708.3
21585,0,738,9569,10307,256,1024,50625.0
21586,0,738,9569,10307,256,1024,50708.3
21587,1,667,9509,10176,256,1024,50666.7
21588,0,738,9569,10307,256,1024,51583.3
21589,0,738,9569,10307,256,1024,52916.7
21590,0,738,9569,10307,256,1024,53416.7
21591,0,738,9569,10307,256,1024,50666.7
21592,1,674,9442,10116,256,1024,50625.0
21593,1,687,9530,10217,256,1024,50666.7
21594,1,679,9551,10230,256,1024,50625.0
21595,0,738,9569,10307,256,1024,50708.3
21596,0,738,9569,10307,256,1024,50541.7
21597,1,681,9514,10195,256,1024,53416.7
21598,0,738,9569,10307,256,1024,50625.0
21599,0,738,9569,10307,256,1024,50666.7
21600,0,738,9569,10307,256,1024,51375.0
21601,0,738,9569,10307,256,1024,52458.3
21602,1,658,9505,10163,256,1024,54041.7
21603,0,738,9569,10307,256,1024,58958.3
21604,0,738,9569,10307,256,1024,50791.7
21605,0,738,9569,10307,256,1024,50666.7
21606,1,674,9543,10217,256,1024,50708.3
21607,0,738,9569,10307,256,1024,50541.7
21608,1,681,9550,10231,256,1024,51458.3
21609,1,678,9651,10329,256,1024,52833.3
21610,0,738,9569,10307,256,1024,50791.7
21611,0,738,9569,10307,256,1024,50666.7
21612,1,674,9528,10202,256,1024,50750.0
21613,0,738,9569,10307,256,1024,50666.7
21614,0,738,9569,10307,256,1024,50666.7
21615,0,738,9569,10307,256,1024,50625.0
21616,0,738,9569,10307,256,1024,50791.7
21617,0,738,9569,10307,256,1024,50625.0
21618,1,675,9539,10214,256,1024,50666.7
21619,1,690,9606,10296,256,1024,50666.7
21620,0,738,9569,10307,256,1024,50625.0
21621,1,697,9593,10290,256,1024,50541.7
21622,1,668,9592,10260,256,1024,50583.3
21623,0,738,9569,10307,256,1024,50708.3
21624,1,677,9591,10268,256,1024,50583.3
21625,1,692,9534,10226,256,1024,50666.7
21626,0,738,9569,10307,256,1024,50833.3
21627,1,686,9568,10254,256,1024,50708.3
21628,0,738,9569,10307,256,1024,52250.0
21629,1,676,9575,10251,256,1024,64833.3
21630,0,738,9569,10307,256,1024,50791.7
21631,1,677,9581,10258,256,1024,50708.3
21632,0,738,9569,10307,256,1024,50708.3
21633,0,738,9569,10307,256,1024,50791.7
21634,1,676,9540,10216,256,1024,51041.7
21635,1,684,9582,10266,256,1024,50750.0
21636,1,668,9557,10225,256,1024,50625.0
21637,1,681,9560,10241,256,1024,64708.3
21638,1,678,9509,10187,256,1024,50750.0
21639,1,689,9529,10218,256,1024,50666.7
21640,1,668,9581,10249,256,1024,50791.7
21641,1,666,9561,10227,256,1024,50625.0
21642,1,667,9578,10245,256,1024,50833.3
21643,1,690,9585,10275,256,1024,50708.3
21644,1,683,9590,10273,256,1024,50625.0
21645,1,665,9531,10196,256,1024,50625.0
21646,1,682,9586,10268,256,1024,50625.0
21647,0,738,9569,10307,256,1024,50708.3
21648,1,678,9544,10222,256,1024,50625.0
21649,1,683,9495,10178,256,1024,50625.0
21650,1,672,9549,10221,256,1024,65833.3
21651,0,738,9569,10307,256,1024,50750.0
21652,0,738,9569,10307,256,1024,50666.7
21653,0,738,9569,10307,256,1024,50750.0
21654,1,674,9458,10132,256,1024,50625.0
21655,1,663,9505,10168,256,1024,50666.7
21656,1,684,9537,10221,256,1024,50666.7
21657,0,738,9569,10307,256,1024,50666.7
21658,0,738,9569,10307,256,1024,50625.0
21659,0,738,9569,10307,256,1024,50666.7
21660,1,688,9413,10101,256,1024,50625.0
21661,1,684,9626,10310,256,1024,50666.7
21662,0,738,9569,10307,256,1024,50666.7
21663,1,674,9520,10194,256,1024,50791.7
21664,0,738,9569,10307,256,1024,50750.0
21665,0,738,9569,10307,256,1024,50666.7
21666,0,738,9569,10307,256,1024,50875.0
21667,0,738,9569,10307,256,1024,50708.3
21668,0,738,9569,10307,256,1024,50750.0
21669,1,687,9515,10202,256,1024,50791.7
21670,1,672,9542,10214,256,1024,50750.0
21671,0,738,9569,10307,256,1024,50708.3
21672,0,738,9569,10307,256,1024,50708.3
21673,1,690,9498,10188,256,1024,50708.3
21674,0,738,9569,10307,256,1024,50625.0
21675,1,681,9560,10241,256,1024,50708.3
21676,0,738,9569,10307,256,1024,50666.7
21677,1,687,9597,10284,256,1024,50750.0
21678,0,738,9569,10307,256,1024,50750.0
21679,1,672,9468,10140,256,1024,50750.0
21680,1,678,9564,10242,256,1024,50750.0
21681,0,738,9569,10307,256,1024,50750.0
21682,1,674,9477,10151,256,1024,50708.3
21683,1,683,9594,10277,256,1024,50583.3
21684,1,672,9540,10212,256,1024,50708.3
21685,1,681,9476,10157,256,1024,50750.0
21686,0,738,9569,10307,256,1024,50625.0
21687,0,738,9569,10307,256,1024,50625.0
21688,1,676,9396,10072,256,1024,50666.7
21689,0,738,9569,10307,256,1024,50625.0
21690,0,738,9569,10307,256,1024,51541.7
21691,1,681,9523,10204,256,1024,52958.3
21692,1,684,9572,10256,256,1024,50708.3
21693,1,681,9451,10132,256,1024,50708.3
21694,1,680,9547,10227,256,1024,50875.0
21695,1,680,9568,10248,256,1024,50875.0
21696,1,696,9585,10281,256,1024,50916.7
21697,0,738,9569,10307,256,1024,50791.7
21698,0,738,9569,10307,256,1024,50916.7
21699,0,738,9569,10307,256,1024,50791.7
21700,1,688,9575,10263,256,1024,53416.7
21701,0,738,9569,10307,256,1024,50666.7
21702,1,690,9539,10229,256,1024,50708.3
21703,1,690,9535,10225,256,1024,50708.3
21704,1,684,9584,10268,256,1024,50666.7
21705,1,676,9515,10191,256,1024,50666.7
21706,1,686,9547,10233,256,1024,50708.3
21707,1,686,9597,10283,256,1024,50625.0
21708,1,690,9536,10226,256,1024,50666.7
21709,0,738,9569,10307,256,1024,50875.0
21710,1,686,9508,10194,256,1024,53416.7
21711,0,738,9569,10307,256,1024,50666.7
21712,1,658,9474,10132,256,1024,50666.7
21713,1,671,9517,10188,256,1024,50708.3
21714,0,738,9569,10307,256,1024,50666.7
21715,1,692,9555,10247,256,1024,50583.3
21716,0,738,9569,10307,256,1024,50708.3
21717,1,690,9558,10248,256,1024,50625.0
21718,0,738,9569,10307,256,1024,50708.3
21719,0,738,9569,10307,256,1024,50666.7
21720,1,666,9511,10177,256,1024,50666.7
21721,0,738,9569,10307,256,1024,50666.7
21722,0,738,9569,10307,256,1024,50666.7
21723,1,664,9529,10193,256,1024,50708.3
21724,0,738,9569,10307,256,1024,50625.0
21725,1,681,9547,10228,256,1024,50583.3
21726,1,678,9532,10210,256,1024,50625.0
21727,0,738,9569,10307,256,1024,50625.0
21728,1,685,9598,10283,256,1024,50583.3
21729,0,738,9569,10307,256,1024,50750.0
21730,1,682,9571,10253,256,1024,50666.7
21731,0,738,9569,10307,256,1024,50666.7
21732,1,675,9574,10249,256,1024,50583.3
21733,1,672,9558,10230,256,1024,50666.7
21734,1,675,9533,10208,256,1024,50708.3
21735,0,738,9569,10307,256,1024,50708.3
21736,1,662,9604,10266,256,1024,50625.0
21737,1,687,9567,10254,256,1024,50666.7
21738,0,738,9569,10307,256,1024,50708.3
21739,1,676,9493,10169,256,1024,50708.3
21740,1,676,9603,10279,256,1024,50666.7
21741,1,671,9578,10249,256,1024,50625.0
21742,1,690,9585,10275,256,1024,50708.3
21743,1,678,9562,10240,256,1024,50625.0
21744,1,689,9555,10244,256,1024,50666.7
21745,1,675,9532,10207,256,1024,50666.7
21746,1,678,9589,10267,256,1024,50708.3
21747,0,738,9569,10307,256,1024,50750.0
21748,1,668,9535,10203,256,1024,50666.7
21749,0,738,9569,10307,256,1024,50666.7
21750,1,684,9479,10163,256,1024,50666.7
21751,0,738,9569,10307,256,1024,50625.0
21752,1,687,9573,10260,256,1024,50625.0
21753,1,691,9581,10272,256,1024,50625.0
21754,1,697,9543,10240,256,1024,50625.0
21755,0,738,9569,10307,256,1024,50625.0
21756,1,694,9553,10247,256,1024,50625.0
21757,1,685,9478,10163,256,1024,50666.7
21758,0,738,9569,10307,256,1024,51333.3
21759,1,681,9569,10250,256,1024,52458.3
21760,1,690,9518,10208,256,1024,51083.3
21761,0,738,9569,10307,256,1024,50666.7
21762,0,738,9569,10307,256,1024,50666.7
21763,0,738,9569,10307,256,1024,50666.7
21764,1,673,9504,10177,256,1024,50666.7
21765,0,738,9569,10307,256,1024,50625.0
21766,1,681,9492,10173,256,1024,50625.0
21767,1,678,9489,10167,256,1024,50666.7
21768,0,738,9569,10307,256,1024,50625.0
21769,0,738,9569,10307,256,1024,50750.0
21770,1,665,9554,10219,256,1024,50666.7
21771,0,738,9569,10307,256,1024,50708.3
21772,1,673,9489,10162,256,1024,50625.0
21773,1,658,9510,10168,256,1024,50625.0
21774,0,738,9569,10307,256,1024,50500.0
21775,1,675,9517,10192,256,1024,50500.0
21776,1,684,9557,10241,256,1024,50708.3
21777,0,738,9569,10307,256,1024,56833.3
21778,1,692,9540,10232,256,1024,54000.0
21779,1,683,9467,10150,256,1024,53125.0
21780,1,691,9575,10266,256,1024,54666.7
21781,1,675,9526,10201,256,1024,54208.3
21782,1,673,9610,10283,256,1024,52750.0
21783,0,738,9569,10307,256,1024,50708.3
21784,0,738,9569,10307,256,1024,50791.7
21785,1,691,9578,10269,256,1024,50416.7
21786,1,674,9498,10172,256,1024,50458.3
21787,0,738,9569,10307,256,1024,50541.7
21788,1,689,9561,10250,256,1024,50625.0
21789,0,738,9569,10307,256,1024,50625.0
21790,0,738,9569,10307,256,1024,50583.3
21791,0,738,9569,10307,256,1024,50625.0
21792,1,683,9547,10230,256,1024,50458.3
21793,1,693,9589,10282,256,1024,50500.0
21794,0,738,9569,10307,256,1024,50583.3
21795,0,738,9569,10307,256,1024,50666.7
21796,1,702,9521,10223,256,1024,50625.0
21797,1,687,9600,10287,256,1024,50583.3
21798,0,738,9569,10307,256,1024,50625.0
21799,1,662,9579,10241,256,1024,50541.7
21800,0,738,9569,10307,256,1024,50541.7
21801,0,738,9569,10307,256,1024,50666.7
21802,0,738,9569,10307,256,1024,50500.0
21803,1,673,9617,10290,256,1024,50625.0
21804,1,667,9530,10197,256,1024,50666.7
21805,1,671,9470,10141,256,1024,50625.0
21806,0,738,9569,10307,256,1024,50625.0
21807,0,738,9569,10307,256,1024,50666.7
21808,1,685,9528,10213,256,1024,50625.0
21809,1,681,9550,10231,256,1024,50625.0
21810,0,738,9569,10307,256,1024,50583.3
21811,0,738,9569,10307,256,1024,50625.0
21812,0,738,9569,10307,256,1024,50708.3
21813,0,738,9569,10307,256,1024,50666.7
21814,1,688,9491,10179,256,1024,50625.0
21815,1,685,9500,10185,256,1024,50583.3
21816,1,698,9504,10202,256,1024,50666.7
21817,1,679,9447,10126,256,1024,50583.3
21818,1,670,9536,10206,256,1024,50541.7
21819,0,738,9569,10307,256,1024,50625.0
21820,1,683,9599,10282,256,1024,50583.3
21821,0,738,9569,10307,256,1024,50625.0
21822,0,738,9569,10307,256,1024,50708.3
21823,1,679,9621,10300,256,1024,50583.3
21824,0,738,9569,10307,256,1024,50625.0
21825,0,738,9569,10307,256,1024,50625.0
21826,1,690,9469,10159,256,1024,50666.7
21827,1,677,9593,10270,256,1024,50583.3
21828,1,693,9482,10175,256,1024,50541.7
21829,0,738,9569,10307,256,1024,50625.0
21830,1,687,9565,10252,256,1024,50583.3
21831,0,738,9569,10307,256,1024,50625.0
21832,1,674,9543,10217,256,1024,50666.7
21833,0,738,9569,10307,256,1024,50666.7
21834,0,738,9569,10307,256,1024,50625.0
21835,0,738,9569,10307,256,1024,50625.0
21836,1,676,9461,10137,256,1024,50583.3
21837,1,675,9481,10156,256,1024,50583.3
21838,1,679,9534,10213,256,1024,50625.0
21839,1,677,9636,10313,256,1024,50666.7
21840,0,738,9569,10307,256,1024,50666.7
21841,1,693,9536,10229,256,1024,50625.0
21842,0,738,9569,10307,256,1024,50500.0
21843,1,678,9583,10261,256,1024,50666.7
21844,0,738,9569,10307,256,1024,50708.3
21845,1,683,9611,10294,256,1024,50666.7
21846,0,738,9569,10307,256,1024,50583.3
21847,0,738,9569,10307,256,1024,52291.7
21848,0,738,9569,10307,256,1024,53208.3
21849,0,738,9569,10307,256,1024,52250.0
21850,0,738,9569,10307,256,1024,50500.0
21851,1,681,9593,10274,256,1024,50708.3
21852,0,738,9569,10307,256,1024,50625.0
21853,1,685,9464,10149,256,1024,50583.3
