sample,class,ks1_cycles,ks2_cycles,modelled_cycles,ks1_calls,ks2_calls,host_ns
11596,0,738,9569,10307,256,1024,51000.0
11597,1,687,9516,10203,256,1024,50916.7
11598,0,738,9569,10307,256,1024,50916.7
11599,1,684,9604,10288,256,1024,50958.3
11600,0,738,9569,10307,256,1024,50875.0
11601,0,738,9569,10307,256,1024,50958.3
11602,1,684,9519,10203,256,1024,50916.7
11603,0,738,9569,10307,256,1024,50875.0
11604,0,738,9569,10307,256,1024,50916.7
11605,0,738,9569,10307,256,1024,50791.7
11606,0,738,9569,10307,256,1024,50916.7
11607,1,679,9542,10221,256,1024,50958.3
11608,1,685,9588,10273,256,1024,50916.7
11609,0,738,9569,10307,256,1024,51041.7
11610,1,681,9528,10209,256,1024,51041.7
11611,1,683,9474,10157,256,1024,51208.3
11612,0,738,9569,10307,256,1024,51125.0
11613,1,675,9504,10179,256,1024,51000.0
11614,0,738,9569,10307,256,1024,50833.3
11615,1,683,9607,10290,256,1024,50916.7
11616,0,738,9569,10307,256,1024,51000.0
11617,0,738,9569,10307,256,1024,51208.3
11618,0,738,9569,10307,256,1024,50833.3
11619,1,682,9529,10211,256,1024,50958.3
11620,0,738,9569,10307,256,1024,50916.7
11621,1,675,9496,10171,256,1024,50833.3
11622,0,738,9569,10307,256,1024,51208.3
11623,0,738,9569,10307,256,1024,51583.3
11624,0,738,9569,10307,256,1024,51083.3
11625,0,738,9569,10307,256,1024,50750.0
11626,1,673,9569,10242,256,1024,50875.0
11627,0,738,9569,10307,256,1024,50625.0
11628,1,685,9470,10155,256,1024,50791.7
11629,0,738,9569,10307,256,1024,51416.7
11630,1,688,9555,10243,256,1024,51291.7
11631,0,738,9569,10307,256,1024,51125.0
11632,1,695,9528,10223,256,1024,51500.0
11633,1,678,9528,10206,256,1024,51375.0
11634,0,738,9569,10307,256,1024,51375.0
11635,0,738,9569,10307,256,1024,51291.7
11636,1,689,9512,10201,256,1024,51375.0
11637,1,686,9521,10207,256,1024,51166.7
11638,1,678,9638,10316,256,1024,51291.7
11639,1,677,9558,10235,256,1024,51291.7
11640,0,738,9569,10307,256,1024,51250.0
11641,0,738,9569,10307,256,1024,51166.7
11642,0,738,9569,10307,256,1024,50958.3
11643,0,738,9569,10307,256,1024,51083.3
11644,0,738,9569,10307,256,1024,51083.3
11645,0,738,9569,10307,256,1024,50958.3
11646,1,692,9489,10181,256,1024,50958.3
11647,0,738,9569,10307,256,1024,51041.7
11648,0,738,9569,10307,256,1024,50958.3
11649,1,683,9544,10227,256,1024,50916.7
11650,0,738,9569,10307,256,1024,50833.3
11651,0,738,9569,10307,256,1024,50875.0
11652,1,695,9597,10292,256,1024,50916.7
11653,1,668,9564,10232,256,1024,51000.0
11654,0,738,9569,10307,256,1024,51000.0
11655,1,681,9592,10273,256,1024,50916.7
11656,0,738,9569,10307,256,1024,51166.7
11657,1,682,9563,10245,256,1024,51083.3
11658,1,686,9642,10328,256,1024,51125.0
11659,1,672,9604,10276,256,1024,50958.3
11660,0,738,9569,10307,256,1024,51083.3
11661,0,738,9569,10307,256,1024,51083.3
11662,1,690,9544,10234,256,1024,51166.7
11663,1,676,9592,10268,256,1024,51083.3
11664,1,679,9529,10208,256,1024,50958.3
11665,0,738,9569,10307,256,1024,50958.3
11666,1,689,9525,10214,256,1024,50833.3
11667,1,686,9533,10219,256,1024,50958.3
11668,1,677,9538,10215,256,1024,50916.7
11669,1,670,9512,10182,256,1024,51000.0
11670,1,679,9556,10235,256,1024,50875.0
11671,1,682,9528,10210,256,1024,51000.0
11672,1,674,9579,10253,256,1024,50958.3
11673,0,738,9569,10307,256,1024,51000.0
11674,0,738,9569,10307,256,1024,51166.7
11675,0,738,9569,10307,256,1024,51250.0
11676,0,738,9569,10307,256,1024,51000.0
11677,1,691,9612,10303,256,1024,50875.0
11678,1,661,9574,10235,256,1024,50916.7
11679,0,738,9569,10307,256,1024,51000.0
11680,1,671,9627,10298,256,1024,50875.0
11681,1,686,9654,10340,256,1024,50833.3
11682,0,738,9569,10307,256,1024,50916.7
11683,1,668,9607,10275,256,1024,50875.0
11684,0,738,9569,10307,256,1024,50958.3
11685,1,685,9517,10202,256,1024,50875.0
11686,1,688,9600,10288,256,1024,50958.3
11687,1,673,9545,10218,256,1024,51041.7
11688,1,698,9506,10204,256,1024,50833.3
11689,1,669,9543,10212,256,1024,50958.3
11690,0,738,9569,10307,256,1024,50916.7
11691,0,738,9569,10307,256,1024,51625.0
11692,0,738,9569,10307,256,1024,54458.3
11693,0,738,9569,10307,256,1024,55125.0
11694,1,666,9482,10148,256,1024,53083.3
11695,1,690,9583,10273,256,1024,52583.3
11696,0,738,9569,10307,256,1024,52666.7
11697,0,738,9569,10307,256,1024,52791.7
11698,0,738,9569,10307,256,1024,52708.3
11699,0,738,9569,10307,256,1024,52583.3
11700,1,685,9554,10239,256,1024,52583.3
11701,1,684,9507,10191,256,1024,52708.3
11702,1,676,9487,10163,256,1024,52625.0
11703,0,738,9569,10307,256,1024,52583.3
11704,1,658,9639,10297,256,1024,52500.0
11705,0,738,9569,10307,256,1024,52541.7
11706,0,738,9569,10307,256,1024,52833.3
11707,0,738,9569,10307,256,1024,53000.0
11708,1,675,9575,10250,256,1024,54458.3
11709,0,738,9569,10307,256,1024,54625.0
11710,1,681,9508,10189,256,1024,54083.3
11711,1,692,9582,10274,256,1024,52916.7
11712,0,738,9569,10307,256,1024,52875.0
11713,1,680,9522,10202,256,1024,52750.0
11714,1,684,9576,10260,256,1024,52791.7
11715,0,738,9569,10307,256,1024,52750.0
11716,1,686,9542,10228,256,1024,52833.3
11717,1,685,9564,10249,256,1024,52708.3
11718,0,738,9569,10307,256,1024,52750.0
11719,0,738,9569,10307,256,1024,52750.0
11720,1,678,9492,10170,256,1024,52625.0
11721,1,682,9463,10145,256,1024,52833.3
11722,1,684,9475,10159,256,1024,52708.3
11723,0,738,9569,10307,256,1024,52750.0
11724,0,738,9569,10307,256,1024,52833.3
11725,0,738,9569,10307,256,1024,52833.3
11726,1,675,9564,10239,256,1024,52750.0
11727,1,674,9498,10172,256,1024,52666.7
11728,0,738,9569,10307,256,1024,52708.3
11729,0,738,9569,10307,256,1024,53583.3
11730,1,675,9514,10189,256,1024,54916.7
11731,1,666,9541,10207,256,1024,53916.7
11732,1,691,9583,10274,256,1024,53833.3
11733,0,738,9569,10307,256,1024,55208.3
11734,0,738,9569,10307,256,1024,53375.0
11735,1,678,9524,10202,256,1024,54875.0
11736,1,673,9531,10204,256,1024,85083.3
11737,0,738,9569,10307,256,1024,55458.3
11738,0,738,9569,10307,256,1024,54625.0
11739,0,738,9569,10307,256,1024,55083.3
11740,0,738,9569,10307,256,1024,52791.7
11741,1,677,9554,10231,256,1024,53666.7
11742,0,738,9569,10307,256,1024,62458.3
11743,0,738,9569,10307,256,1024,52791.7
11744,1,678,9564,10242,256,1024,53708.3
11745,0,738,9569,10307,256,1024,51750.0
11746,0,738,9569,10307,256,1024,50916.7
11747,1,685,9578,10263,256,1024,50833.3
11748,1,678,9557,10235,256,1024,53125.0
11749,1,679,9566,10245,256,1024,51083.3
11750,0,738,9569,10307,256,1024,50875.0
11751,0,738,9569,10307,256,1024,50875.0
11752,0,738,9569,10307,256,1024,51041.7
11753,1,674,9464,10138,256,1024,50875.0
11754,0,738,9569,10307,256,1024,50791.7
11755,1,676,9497,10173,256,1024,50791.7
11756,1,676,9524,10200,256,1024,54750.0
11757,0,738,9569,10307,256,1024,53750.0
11758,0,738,9569,10307,256,1024,50750.0
11759,1,676,9521,10197,256,1024,54625.0
11760,0,738,9569,10307,256,1024,51083.3
11761,0,738,9569,10307,256,1024,51083.3
11762,0,738,9569,10307,256,1024,50791.7
11763,0,738,9569,10307,256,1024,53583.3
11764,1,675,9498,10173,256,1024,53750.0
11765,0,738,9569,10307,256,1024,50833.3
11766,1,687,9510,10197,256,1024,50916.7
11767,0,738,9569,10307,256,1024,51041.7
11768,0,738,9569,10307,256,1024,51041.7
11769,0,738,9569,10307,256,1024,53666.7
11770,0,738,9569,10307,256,1024,50791.7
11771,0,738,9569,10307,256,1024,54458.3
11772,1,684,9551,10235,256,1024,50833.3
11773,1,671,9519,10190,256,1024,54583.3
11774,0,738,9569,10307,256,1024,53708.3
11775,1,671,9551,10222,256,1024,54041.7
11776,1,680,9477,10157,256,1024,53791.7
11777,0,738,9569,10307,256,1024,50875.0
11778,1,673,9570,10243,256,1024,50833.3
11779,1,675,9623,10298,256,1024,50791.7
11780,0,738,9569,10307,256,1024,54666.7
11781,1,677,9459,10136,256,1024,50875.0
11782,0,738,9569,10307,256,1024,50833.3
11783,0,738,9569,10307,256,1024,50916.7
11784,1,695,9580,10275,256,1024,51000.0
11785,1,675,9533,10208,256,1024,50958.3
11786,1,675,9552,10227,256,1024,50958.3
11787,0,738,9569,10307,256,1024,50875.0
11788,0,738,9569,10307,256,1024,50833.3
11789,0,738,9569,10307,256,1024,50833.3
11790,0,738,9569,10307,256,1024,50833.3
11791,1,688,9588,10276,256,1024,50875.0
11792,0,738,9569,10307,256,1024,51041.7
11793,1,675,9505,10180,256,1024,51000.0
11794,0,738,9569,10307,256,1024,50833.3
11795,0,738,9569,10307,256,1024,54791.7
11796,0,738,9569,10307,256,1024,53875.0
11797,0,738,9569,10307,256,1024,53833.3
11798,0,738,9569,10307,256,1024,50875.0
11799,1,696,9633,10329,256,1024,54666.7
11800,0,738,9569,10307,256,1024,50791.7
11801,0,738,9569,10307,256,1024,54583.3
11802,1,674,9536,10210,256,1024,53750.0
11803,0,738,9569,10307,256,1024,54500.0
11804,0,738,9569,10307,256,1024,54541.7
11805,0,738,9569,10307,256,1024,50833.3
11806,0,738,9569,10307,256,1024,54583.3
11807,0,738,9569,10307,256,1024,53791.7
11808,0,738,9569,10307,256,1024,50791.7
11809,1,695,9529,10224,256,1024,54500.0
11810,0,738,9569,10307,256,1024,53833.3
11811,0,738,9569,10307,256,1024,54583.3
11812,0,738,9569,10307,256,1024,53750.0
11813,1,683,9528,10211,256,1024,54458.3
11814,0,738,9569,10307,256,1024,53791.7
11815,1,683,9579,10262,256,1024,54458.3
11816,1,674,9533,10207,256,1024,53791.7
11817,0,738,9569,10307,256,1024,50791.7
11818,1,685,9576,10261,256,1024,54541.7
11819,1,686,9529,10215,256,1024,53708.3
11820,0,738,9569,10307,256,1024,54625.0
11821,0,738,9569,10307,256,1024,53708.3
11822,0,738,9569,10307,256,1024,50875.0
11823,1,671,9524,10195,256,1024,50833.3
11824,0,738,9569,10307,256,1024,51166.7
11825,0,738,9569,10307,256,1024,50833.3
11826,1,674,9577,10251,256,1024,50791.7
11827,0,738,9569,10307,256,1024,54916.7
11828,1,679,9579,10258,256,1024,50875.0
11829,1,686,9476,10162,256,1024,53833.3
11830,1,669,9527,10196,256,1024,50958.3
11831,0,738,9569,10307,256,1024,51000.0
11832,1,682,9567,10249,256,1024,50958.3
11833,1,675,9489,10164,256,1024,51041.7
11834,1,689,9553,10242,256,1024,53833.3
11835,0,738,9569,10307,256,1024,50666.7
11836,0,738,9569,10307,256,1024,50791.7
11837,1,676,9465,10141,256,1024,51000.0
11838,1,677,9537,10214,256,1024,50875.0
11839,0,738,9569,10307,256,1024,50875.0
11840,0,738,9569,10307,256,1024,50958.3
11841,1,679,9514,10193,256,1024,51083.3
11842,1,675,9629,10304,256,1024,50791.7
11843,0,738,9569,10307,256,1024,50958.3
11844,1,688,9578,10266,256,1024,50916.7
11845,1,686,9598,10284,256,1024,50875.0
11846,1,678,9632,10310,256,1024,50708.3
11847,1,682,9560,10242,256,1024,50791.7
11848,0,738,9569,10307,256,1024,50791.7
11849,1,684,9469,10153,256,1024,50875.0
11850,1,666,9593,10259,256,1024,50833.3
11851,1,681,9608,10289,256,1024,50791.7
11852,0,738,9569,10307,256,1024,50916.7
11853,0,738,9569,10307,256,1024,50833.3
11854,0,738,9569,10307,256,1024,50916.7
11855,1,677,9494,10171,256,1024,50875.0
11856,0,738,9569,10307,256,1024,50875.0
11857,1,674,9558,10232,256,1024,50750.0
11858,1,669,9491,10160,256,1024,50833.3
11859,1,680,9618,10298,256,1024,51000.0
11860,1,687,9521,10208,256,1024,51166.7
11861,0,738,9569,10307,256,1024,50708.3
11862,0,738,9569,10307,256,1024,51208.3
11863,0,738,9569,10307,256,1024,50875.0
11864,0,738,9569,10307,256,1024,50833.3
11865,0,738,9569,10307,256,1024,50791.7
11866,1,675,9524,10199,256,1024,50875.0
11867,0,738,9569,10307,256,1024,50750.0
11868,1,657,9532,10189,256,1024,54291.7
11869,1,673,9571,10244,256,1024,50833.3
11870,0,738,9569,10307,256,1024,54541.7
11871,0,738,9569,10307,256,1024,50916.7
11872,0,738,9569,10307,256,1024,50625.0
11873,0,738,9569,10307,256,1024,50750.0
11874,1,685,9597,10282,256,1024,50791.7
11875,0,738,9569,10307,256,1024,50916.7
11876,0,738,9569,10307,256,1024,50833.3
11877,0,738,9569,10307,256,1024,50791.7
11878,1,700,9579,10279,256,1024,50958.3
11879,1,676,9586,10262,256,1024,50875.0
11880,0,738,9569,10307,256,1024,50916.7
11881,0,738,9569,10307,256,1024,51000.0
11882,0,738,9569,10307,256,1024,50833.3
11883,0,738,9569,10307,256,1024,50833.3
11884,0,738,9569,10307,256,1024,50833.3
11885,0,738,9569,10307,256,1024,54083.3
11886,1,672,9594,10266,256,1024,50875.0
11887,1,687,9498,10185,256,1024,50833.3
11888,1,672,9639,10311,256,1024,50791.7
11889,0,738,9569,10307,256,1024,50833.3
11890,1,678,9477,10155,256,1024,50833.3
11891,0,738,9569,10307,256,1024,50875.0
11892,0,738,9569,10307,256,1024,50833.3
11893,1,690,9605,10295,256,1024,50750.0
11894,0,738,9569,10307,256,1024,50916.7
11895,0,738,9569,10307,256,1024,50875.0
11896,1,670,9561,10231,256,1024,50916.7
11897,1,674,9593,10267,256,1024,50791.7
11898,1,683,9482,10165,256,1024,50958.3
11899,1,679,9584,10263,256,1024,50833.3
11900,1,679,9618,10297,256,1024,50750.0
11901,1,681,9526,10207,256,1024,50666.7
11902,1,675,9550,10225,256,1024,50625.0
11903,1,686,9512,10198,256,1024,50708.3
11904,0,738,9569,10307,256,1024,50875.0
11905,1,672,9514,10186,256,1024,50833.3
11906,1,694,9512,10206,256,1024,50791.7
11907,1,671,9577,10248,256,1024,50875.0
11908,1,685,9650,10335,256,1024,50750.0
11909,0,738,9569,10307,256,1024,50791.7
11910,0,738,9569,10307,256,1024,50916.7
11911,0,738,9569,10307,256,1024,50833.3
11912,1,682,9558,10240,256,1024,50916.7
11913,1,674,9488,10162,256,1024,50916.7
11914,0,738,9569,10307,256,1024,51000.0
11915,0,738,9569,10307,256,1024,50958.3
11916,0,738,9569,10307,256,1024,50958.3
11917,1,669,9537,10206,256,1024,50916.7
11918,0,738,9569,10307,256,1024,51000.0
11919,0,738,9569,10307,256,1024,50791.7
11920,0,738,9569,10307,256,1024,50958.3
11921,1,661,9604,10265,256,1024,50833.3
11922,0,738,9569,10307,256,1024,51000.0
11923,0,738,9569,10307,256,1024,50833.3
11924,0,738,9569,10307,256,1024,53083.3
11925,0,738,9569,10307,256,1024,51000.0
11926,0,738,9569,10307,256,1024,50625.0
11927,0,738,9569,10307,256,1024,50791.7
11928,1,671,9405,10076,256,1024,51000.0
11929,1,686,9499,10185,256,1024,50958.3
11930,1,676,9512,10188,256,1024,50666.7
11931,1,677,9485,10162,256,1024,50833.3
11932,1,679,9492,10171,256,1024,50916.7
11933,0,738,9569,10307,256,1024,51083.3
11934,0,738,9569,10307,256,1024,51083.3
11935,1,675,9528,10203,256,1024,50958.3
11936,1,680,9531,10211,256,1024,50791.7
11937,1,682,9541,10223,256,1024,52458.3
11938,1,672,9514,10186,256,1024,52083.3
11939,0,738,9569,10307,256,1024,51125.0
11940,0,738,9569,10307,256,1024,50958.3
11941,1,690,9562,10252,256,1024,50916.7
11942,1,674,9629,10303,256,1024,50916.7
11943,1,678,9549,10227,256,1024,51125.0
11944,0,738,9569,10307,256,1024,50958.3
11945,1,681,9561,10242,256,1024,50791.7
11946,0,738,9569,10307,256,1024,51000.0
11947,1,673,9476,10149,256,1024,50791.7
11948,0,738,9569,10307,256,1024,51000.0
11949,1,673,9526,10199,256,1024,50916.7
11950,0,738,9569,10307,256,1024,50916.7
11951,1,682,9540,10222,256,1024,50958.3
11952,0,738,9569,10307,256,1024,50916.7
11953,1,696,9545,10241,256,1024,50875.0
11954,1,678,9569,10247,256,1024,50958.3
11955,1,669,9523,10192,256,1024,50916.7
11956,1,670,9553,10223,256,1024,50958.3
11957,1,682,9443,10125,256,1024,50791.7
11958,1,679,9577,10256,256,1024,50833.3
11959,1,684,9576,10260,256,1024,51041.7
11960,1,666,9499,10165,256,1024,50791.7
11961,0,738,9569,10307,256,1024,50958.3
11962,1,691,9558,10249,256,1024,50958.3
11963,0,738,9569,10307,256,1024,50833.3
11964,0,738,9569,10307,256,1024,50833.3
11965,0,738,9569,10307,256,1024,50875.0
11966,1,682,9645,10327,256,1024,50916.7
11967,1,681,9558,10239,256,1024,50916.7
11968,1,683,9594,10277,256,1024,50916.7
11969,0,738,9569,10307,256,1024,52791.7
11970,0,738,9569,10307,256,1024,51958.3
11971,1,684,9523,10207,256,1024,50791.7
11972,1,680,9482,10162,256,1024,54166.7
11973,0,738,9569,10307,256,1024,52916.7
11974,0,738,9569,10307,256,1024,52333.3
11975,1,676,9476,10152,256,1024,50916.7
11976,0,738,9569,10307,256,1024,50958.3
11977,0,738,9569,10307,256,1024,50791.7
11978,1,682,9429,10111,256,1024,50916.7
11979,1,682,9529,10211,256,1024,51000.0
11980,0,738,9569,10307,256,1024,50958.3
11981,0,738,9569,10307,256,1024,50875.0
11982,1,693,9501,10194,256,1024,50833.3
11983,0,738,9569,10307,256,1024,50916.7
11984,1,680,9538,10218,256,1024,50875.0
11985,0,738,9569,10307,256,1024,50916.7
11986,0,738,9569,10307,256,1024,50875.0
11987,1,665,9537,10202,256,1024,50916.7
11988,0,738,9569,10307,256,1024,50958.3
11989,0,738,9569,10307,256,1024,50875.0
11990,0,738,9569,10307,256,1024,50875.0
11991,1,676,9534,10210,256,1024,50875.0
11992,0,738,9569,10307,256,1024,50875.0
11993,1,680,9579,10259,256,1024,50791.7
11994,0,738,9569,10307,256,1024,50833.3
11995,1,689,9552,10241,256,1024,51000.0
11996,1,685,9521,10206,256,1024,51250.0
11997,1,677,9533,10210,256,1024,50958.3
11998,1,687,9522,10209,256,1024,51125.0
11999,0,738,9569,10307,256,1024,51041.7
12000,0,738,9569,10307,256,1024,51208.3
12001,1,670,9603,10273,256,1024,51250.0
12002,0,738,9569,10307,256,1024,51125.0
12003,0,738,9569,10307,256,1024,51125.0
12004,1,684,9581,10265,256,1024,54583.3
12005,0,738,9569,10307,256,1024,55958.3
12006,0,738,9569,10307,256,1024,53291.7
12007,1,681,9507,10188,256,1024,54541.7
12008,1,683,9557,10240,256,1024,52708.3
12009,0,738,9569,10307,256,1024,52833.3
12010,0,738,9569,10307,256,1024,52791.7
12011,1,686,9498,10184,256,1024,52625.0
12012,1,687,9606,10293,256,1024,54916.7
12013,0,738,9569,10307,256,1024,54916.7
12014,0,738,9569,10307,256,1024,54541.7
12015,1,678,9548,10226,256,1024,55208.3
12016,0,738,9569,10307,256,1024,55458.3
12017,1,688,9536,10224,256,1024,54625.0
12018,0,738,9569,10307,256,1024,51625.0
12019,1,675,9545,10220,256,1024,51208.3
12020,1,692,9507,10199,256,1024,51291.7
12021,1,696,9540,10236,256,1024,51125.0
12022,0,738,9569,10307,256,1024,51041.7
12023,0,738,9569,10307,256,1024,51125.0
12024,1,685,9507,10192,256,1024,50958.3
12025,1,673,9618,10291,256,1024,51208.3
12026,1,687,9531,10218,256,1024,51083.3
12027,1,683,9568,10251,256,1024,50875.0
12028,0,738,9569,10307,256,1024,50833.3
12029,1,680,9553,10233,256,1024,50875.0
12030,1,671,9543,10214,256,1024,51083.3
12031,0,738,9569,10307,256,1024,51166.7
12032,0,738,9569,10307,256,1024,51375.0
12033,0,738,9569,10307,256,1024,51250.0
12034,0,738,9569,10307,256,1024,51125.0
12035,1,668,9610,10278,256,1024,51333.3
12036,1,685,9549,10234,256,1024,51375.0
12037,1,679,9568,10247,256,1024,51083.3
12038,1,679,9515,10194,256,1024,51083.3
12039,0,738,9569,10307,256,1024,50958.3
12040,0,738,9569,10307,256,1024,50875.0
12041,0,738,9569,10307,256,1024,51000.0
12042,1,690,9607,10297,256,1024,51000.0
12043,0,738,9569,10307,256,1024,51208.3
12044,0,738,9569,10307,256,1024,51125.0
12045,0,738,9569,10307,256,1024,51291.7
12046,0,738,9569,10307,256,1024,51166.7
12047,0,738,9569,10307,256,1024,51125.0
12048,0,738,9569,10307,256,1024,51083.3
12049,1,679,9589,10268,256,1024,51125.0
12050,1,697,9525,10222,256,1024,51000.0
12051,0,738,9569,10307,256,1024,51125.0
12052,1,674,9493,10167,256,1024,51041.7
12053,0,738,9569,10307,256,1024,51208.3
12054,1,678,9547,10225,256,1024,51125.0
12055,0,738,9569,10307,256,1024,51041.7
12056,0,738,9569,10307,256,1024,50791.7
12057,0,738,9569,10307,256,1024,50791.7
12058,0,738,9569,10307,256,1024,50791.7
12059,1,698,9550,10248,256,1024,50875.0
12060,1,668,9532,10200,256,1024,51166.7
12061,0,738,9569,10307,256,1024,51333.3
12062,0,738,9569,10307,256,1024,51458.3
12063,0,738,9569,10307,256,1024,51625.0
12064,0,738,9569,10307,256,1024,51166.7
12065,1,692,9556,10248,256,1024,51208.3
12066,1,677,9592,10269,256,1024,51000.0
12067,1,669,9482,10151,256,1024,50916.7
12068,1,682,9546,10228,256,1024,51333.3
12069,0,738,9569,10307,256,1024,51083.3
12070,0,738,9569,10307,256,1024,50833.3
12071,0,738,9569,10307,256,1024,51250.0
12072,0,738,9569,10307,256,1024,51250.0
12073,0,738,9569,10307,256,1024,51250.0
12074,0,738,9569,10307,256,1024,51166.7
12075,0,738,9569,10307,256,1024,51000.0
12076,0,738,9569,10307,256,1024,51208.3
12077,1,675,9607,10282,256,1024,51125.0
12078,0,738,9569,10307,256,1024,50833.3
12079,1,674,9643,10317,256,1024,50833.3
12080,1,675,9490,10165,256,1024,50708.3
12081,1,671,9584,10255,256,1024,50916.7
12082,1,683,9560,10243,256,1024,50875.0
12083,1,673,9582,10255,256,1024,50875.0
12084,0,738,9569,10307,256,1024,50958.3
12085,0,738,9569,10307,256,1024,50875.0
12086,1,675,9600,10275,256,1024,50916.7
12087,0,738,9569,10307,256,1024,50958.3
12088,0,738,9569,10307,256,1024,50958.3
12089,0,738,9569,10307,256,1024,50833.3
12090,1,690,9587,10277,256,1024,56458.3
12091,0,738,9569,10307,256,1024,51083.3
12092,0,738,9569,10307,256,1024,51208.3
12093,1,697,9546,10243,256,1024,51125.0
12094,0,738,9569,10307,256,1024,51291.7
12095,0,738,9569,10307,256,1024,51083.3
12096,0,738,9569,10307,256,1024,50958.3
12097,0,738,9569,10307,256,1024,53833.3
12098,1,671,9541,10212,256,1024,50875.0
12099,0,738,9569,10307,256,1024,54625.0
12100,1,666,9480,10146,256,1024,51000.0
12101,0,738,9569,10307,256,1024,51041.7
12102,1,676,9540,10216,256,1024,50958.3
12103,1,680,9567,10247,256,1024,51000.0
12104,0,738,9569,10307,256,1024,50625.0
12105,1,680,9534,10214,256,1024,54666.7
12106,0,738,9569,10307,256,1024,50916.7
12107,0,738,9569,10307,256,1024,51166.7
12108,1,678,9567,10245,256,1024,51166.7
12109,0,738,9569,10307,256,1024,53791.7
12110,0,738,9569,10307,256,1024,50875.0
12111,1,689,9544,10233,256,1024,54750.0
12112,0,738,9569,10307,256,1024,51125.0
12113,1,678,9493,10171,256,1024,50958.3
12114,0,738,9569,10307,256,1024,54416.7
12115,1,682,9575,10257,256,1024,51041.7
12116,1,690,9494,10184,256,1024,51041.7
12117,1,680,9562,10242,256,1024,50791.7
12118,1,686,9571,10257,256,1024,51083.3
12119,1,699,9521,10220,256,1024,50791.7
12120,1,688,9539,10227,256,1024,54125.0
12121,0,738,9569,10307,256,1024,51000.0
12122,1,690,9508,10198,256,1024,50875.0
12123,1,676,9540,10216,256,1024,53833.3
12124,1,681,9518,10199,256,1024,50791.7
12125,1,683,9544,10227,256,1024,50791.7
12126,0,738,9569,10307,256,1024,50875.0
12127,1,674,9517,10191,256,1024,50958.3
12128,0,738,9569,10307,256,1024,53833.3
12129,1,677,9498,10175,256,1024,54208.3
12130,0,738,9569,10307,256,1024,51041.7
12131,0,738,9569,10307,256,1024,53791.7
12132,0,738,9569,10307,256,1024,50916.7
12133,1,681,9543,10224,256,1024,54583.3
12134,1,684,9558,10242,256,1024,53875.0
12135,0,738,9569,10307,256,1024,53791.7
12136,0,738,9569,10307,256,1024,54583.3
12137,0,738,9569,10307,256,1024,50958.3
12138,0,738,9569,10307,256,1024,53833.3
12139,0,738,9569,10307,256,1024,54625.0
12140,0,738,9569,10307,256,1024,50875.0
12141,0,738,9569,10307,256,1024,50958.3
12142,0,738,9569,10307,256,1024,50875.0
12143,1,684,9524,10208,256,1024,51000.0
12144,1,671,9535,10206,256,1024,50958.3
12145,1,698,9524,10222,256,1024,53916.7
12146,0,738,9569,10307,256,1024,51000.0
12147,0,738,9569,10307,256,1024,50916.7
12148,1,679,9544,10223,256,1024,50958.3
12149,0,738,9569,10307,256,1024,53833.3
12150,1,692,9576,10268,256,1024,54958.3
12151,0,738,9569,10307,256,1024,50916.7
12152,0,738,9569,10307,256,1024,50958.3
12153,1,690,9544,10234,256,1024,50958.3
12154,1,667,9519,10186,256,1024,51000.0
12155,0,738,9569,10307,256,1024,50958.3
12156,0,738,9569,10307,256,1024,51000.0
12157,1,668,9565,10233,256,1024,50958.3
12158,0,738,9569,10307,256,1024,50916.7
12159,1,678,9519,10197,256,1024,51000.0
12160,1,682,9573,10255,256,1024,52166.7
12161,0,738,9569,10307,256,1024,51083.3
12162,0,738,9569,10307,256,1024,51166.7
12163,0,738,9569,10307,256,1024,51583.3
12164,1,682,9488,10170,256,1024,51375.0
12165,0,738,9569,10307,256,1024,51583.3
12166,1,661,9456,10117,256,1024,51583.3
12167,1,687,9527,10214,256,1024,51458.3
12168,1,661,9574,10235,256,1024,51791.7
12169,0,738,9569,10307,256,1024,51625.0
12170,0,738,9569,10307,256,1024,51375.0
12171,1,681,9398,10079,256,1024,51750.0
12172,1,690,9584,10274,256,1024,51583.3
12173,1,675,9511,10186,256,1024,51875.0
12174,1,677,9596,10273,256,1024,51208.3
12175,1,677,9574,10251,256,1024,51916.7
12176,1,672,9520,10192,256,1024,51625.0
12177,0,738,9569,10307,256,1024,51500.0
12178,1,683,9596,10279,256,1024,51625.0
12179,1,683,9537,10220,256,1024,51625.0
12180,0,738,9569,10307,256,1024,51458.3
12181,0,738,9569,10307,256,1024,52125.0
12182,0,738,9569,10307,256,1024,51583.3
12183,0,738,9569,10307,256,1024,51708.3
12184,0,738,9569,10307,256,1024,51708.3
12185,1,676,9598,10274,256,1024,51583.3
12186,0,738,9569,10307,256,1024,51666.7
12187,1,705,9609,10314,256,1024,51958.3
12188,1,683,9596,10279,256,1024,51333.3
12189,1,686,9610,10296,256,1024,51375.0
12190,0,738,9569,10307,256,1024,51750.0
12191,1,678,9563,10241,256,1024,51416.7
12192,1,678,9561,10239,256,1024,53333.3
12193,1,693,9570,10263,256,1024,52291.7
12194,1,689,9593,10282,256,1024,51958.3
12195,0,738,9569,10307,256,1024,51541.7
12196,0,738,9569,10307,256,1024,52208.3
12197,1,695,9515,10210,256,1024,51708.3
12198,1,680,9561,10241,256,1024,51541.7
12199,1,675,9570,10245,256,1024,51500.0
12200,0,738,9569,10307,256,1024,51500.0
12201,0,738,9569,10307,256,1024,51250.0
